date,avg_temperature
2023-01-31,1.6500000000000001
2023-02-01,2.8791666666666664
2023-02-02,2.3833333333333333
2023-02-03,3.9499999999999997
2023-02-04,2.245833333333333
2023-02-05,0.17500000000000002
2023-02-06,-1.2791666666666666
2023-02-07,-2.1708333333333334
2023-02-08,-2.6791666666666667
2023-02-09,-1.5875000000000001
2023-02-10,-1.4000000000000001
2023-02-11,0.5583333333333333
2023-02-12,1.8958333333333333
2023-02-13,1.6875
2023-02-14,2.5124999999999997
2023-02-15,2.845833333333333
2023-02-16,3.9875000000000003
2023-02-17,8.720833333333333
2023-02-18,10.404166666666667
2023-02-19,7.679166666666667
2023-02-20,8.341666666666667
2023-02-21,7.433333333333334
2023-02-22,6.241666666666667
2023-02-23,6.645833333333333
2023-02-24,5.529166666666666
2023-02-25,1.7874999999999999
2023-02-26,-1.7583333333333335
2023-02-27,-1.5166666666666666
2023-02-28,-0.3333333333333334
2023-03-01,1.3166666666666667
2023-03-02,3.970833333333333
2023-03-03,4.2250000000000005
2023-03-04,2.0166666666666666
2023-03-05,1.075
2023-03-06,1.2791666666666666
2023-03-07,2.975
2023-03-08,5.066666666666666
2023-03-09,8.2875
2023-03-10,5.895833333333333
2023-03-11,1.1791666666666667
2023-03-12,3.295833333333333
2023-03-13,9.433333333333334
2023-03-14,6.945833333333333
2023-03-15,2.5083333333333333
2023-03-16,2.9791666666666665
2023-03-17,7.245833333333334
2023-03-18,9.4125
2023-03-19,8.283333333333333
2023-03-20,8.154166666666667
2023-03-21,9.508333333333333
2023-03-22,10.258333333333333
2023-03-23,11.362499999999999
2023-03-24,10.341666666666667
2023-03-25,8.033333333333333
2023-03-26,7.1875
2023-03-27,3.1458333333333335
2023-03-28,2.370833333333333
2023-03-29,7.554166666666667
2023-03-30,10.958333333333334
2023-03-31,9.229166666666666
2023-04-01,7.4624999999999995
2023-04-02,6.345833333333334
2023-04-03,2.6750000000000003
2023-04-04,0.4291666666666667
2023-04-05,1.1833333333333333
2023-04-06,3.5083333333333333
2023-04-07,4.691666666666666
2023-04-08,4.145833333333333
2023-04-09,5.175
2023-04-10,6.370833333333334
2023-04-11,6.970833333333334
2023-04-12,7.675
2023-04-13,6.004166666666666
2023-04-14,4.995833333333334
2023-04-15,6.1499999999999995
2023-04-16,5.9750000000000005
2023-04-17,7.466666666666668
2023-04-18,7.741666666666667
2023-04-19,6.375
2023-04-20,5.829166666666667
2023-04-21,9.633333333333333
2023-04-22,13.070833333333333
2023-04-23,12.120833333333332
2023-04-24,9.308333333333334
2023-04-25,6.6375
2023-04-26,6.658333333333334
2023-04-27,9.0
2023-04-28,9.695833333333335
